IDPROV;PROV;ANIO;MES;NUM_INCIDENTE;NIVEL;MINUTOSHABILES;SLA;ESTADO;PENDIENTE;ESTADO_ACTUAL;ULTIMO_GRUPO;PRIORIDAD;IMPACTO;
44;NTTDATA;2025;6;INC000007691900;2;372;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007692002;2;20;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007692009;2;109;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007692267;2;269;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007692383;2;210;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007692628;2;28;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007693118;2;282;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007693308;2;656;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007693342;2;65;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007694072;2;178;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007696232;2;2;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007696659;2;1;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007696718;2;2;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007696746;2;564;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007698069;2;254;1200;No Vencido;0;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007698640;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699397;2;0;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699412;2;0;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699627;2;0;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699636;2;795;1200;No Vencido;0;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699994;2;0;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007700309;2;797;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007701640;2;242;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007701711;2;242;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007701911;2;365;1200;No Vencido;0;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007701960;2;366;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007701977;2;159;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007702043;2;241;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007702645;2;167;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007702908;2;21;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007703229;2;138;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007703317;2;32;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007703318;2;47;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007703423;2;2;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007703426;2;19;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007703553;2;920;1200;No Vencido;0;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704004;2;271;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704051;2;20;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704056;2;13;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704065;2;2;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704178;2;1534;1200;Vencido;334;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704230;2;238;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704640;2;251;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007705818;2;21;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007706070;2;83;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007706254;2;811;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007706273;2;811;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007706606;2;833;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007706626;2;811;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007706703;2;876;1200;No Vencido;0;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007706872;2;812;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007707205;2;812;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007707372;2;812;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007708118;2;360;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007708165;2;13;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007708545;2;2;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007708687;2;112;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007708871;2;844;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007708937;2;58;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007709308;2;2;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007709743;2;31;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007709973;2;316;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710045;2;347;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710076;2;265;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710080;2;230;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710116;2;379;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710119;2;489;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710355;2;74;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710517;2;290;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007710933;2;186;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
